qid,query,query_stance,topic,age_group,gender,activity,activity_type,stance,geolocation,geo_temperature,normalized_smm
13,chemtrail documentary,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
13,chemtrail documentary,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.4
14,chemtrail plane up close,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
14,chemtrail plane up close,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
14,chemtrail plane up close,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
14,chemtrail plane up close,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
15,chemtrail pilot,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.709090909
15,chemtrail pilot,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.618181818
15,chemtrail pilot,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.618181818
16,Chemtrail 2018,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.345454545
16,Chemtrail 2018,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
16,Chemtrail 2018,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.4
17,chemtrail whistleblower,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.272727273
17,chemtrail whistleblower,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.218181818
17,chemtrail whistleblower,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.218181818
18,Chemtrail flu,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0.636363636
18,Chemtrail flu,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0.636363636
19,Chemtrails,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.654545455
19,Chemtrails,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
19,Chemtrails,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
20,chemtrails exposed,1,chemtrails,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.127272727
20,chemtrails exposed,1,chemtrails,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.127272727
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.709090909
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.709090909
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.709090909
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.709090909
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.709090909
21,flat earth,0,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.709090909
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.454545455
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.418181818
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.418181818
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.418181818
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.418181818
22,flat earth paradise,1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.454545455
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.490909091
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.490909091
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.490909091
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.490909091
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.490909091
23,flat earth british,1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.490909091
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.563636364
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.563636364
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.563636364
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.563636364
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.563636364
24,flat earth brothers channel,1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.563636364
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.563636364
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.563636364
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.581818182
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.563636364
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.581818182
25,earth is flat,1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.581818182
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.872727273
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.872727273
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.872727273
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.872727273
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.872727273
26,is the earth flat,0,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.872727273
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.709090909
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.709090909
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.709090909
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.709090909
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.709090909
27,flat earth proof,1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.709090909
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,promoting,New Jersey,cold,-0.763636364
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,neutral,New Jersey,cold,-0.763636364
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.763636364
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.763636364
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.763636364
28,flat earth conspiracy,-1,flatearth,2,Female,Watch,Geolocation,debunking,New Jersey,cold,-0.763636364
21,flat earth,0,flatearth,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
21,flat earth,0,flatearth,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
21,flat earth,0,flatearth,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.6
21,flat earth,0,flatearth,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
